timestamp,Open,High,Low,Close,Volume
2023-01-02 23:00:00,1827.8,1830.895,1826.906,1827.126,0.4675949904631125
2023-01-02 23:15:00,1827.116,1829.2045,1824.0910000000001,1828.221,0.5545599844408571
2023-01-02 23:30:00,1828.201,1828.5695,1827.16,1827.925,0.19763499702094123
2023-01-02 23:45:00,1827.9,1829.48,1827.83,1829.47,0.10689499762520427
2023-01-03 00:00:00,1829.46,1832.17,1828.88,1831.72,0.14334499691904057
2023-01-03 00:15:00,1831.74,1832.275,1830.31,1831.3915,0.15920999634545296
2023-01-03 00:30:00,1831.4015,1832.0815,1831.2865,1831.3915,0.19999999969877535
2023-01-03 00:45:00,1831.365,1831.6215,1830.2415,1830.71,0.2061149996734457
2023-01-03 01:00:00,1830.7250000000001,1832.5245,1827.606,1829.6200000000001,0.3797749915975146
2023-01-03 01:15:00,1829.64,1830.915,1826.8600000000001,1828.255,0.4318349896057043
2023-01-03 01:30:00,1828.27,1830.66,1826.9650000000001,1827.845,0.34200499243161175
2023-01-03 01:45:00,1827.8600000000001,1830.01,1827.095,1828.585,0.27364499447867274
2023-01-03 02:00:00,1828.6000000000001,1831.07,1828.54,1829.685,0.22490999507135712
2023-01-03 02:15:00,1829.6615,1830.8500000000001,1828.38,1830.6135,0.2342249970388366
2023-01-03 02:30:00,1830.6035,1838.545,1830.5685,1838.2715,0.2718199938244652
2023-01-03 02:45:00,1838.285,1840.044,1837.306,1838.405,0.5776799895393196
2023-01-03 03:00:00,1838.39,1841.43,1838.39,1841.069,0.3593749951614882
2023-01-03 03:15:00,1841.1100000000001,1843.22,1840.0065,1841.65,0.2329699954862008
2023-01-03 03:30:00,1841.66,1841.8700000000001,1840.54,1841.08,0.18010499573574634
2023-01-03 03:45:00,1841.1000000000001,1842.22,1840.54,1841.27,0.2087499956251122
2023-01-03 04:00:00,1841.29,1842.1200000000001,1840.895,1841.92,0.11080499781382969
2023-01-03 04:15:00,1841.9265,1841.945,1840.5710000000001,1841.19,0.14440999743965222
2023-01-03 04:30:00,1841.18,1842.155,1841.0565000000001,1841.895,0.12149999736720929
2023-01-03 04:45:00,1841.905,1842.18,1840.3210000000001,1840.3765,0.13319499710632954
2023-01-03 05:00:00,1840.4265,1841.135,1839.9315000000001,1840.1200000000001,0.2005399973495514
2023-01-03 05:15:00,1840.1285,1840.79,1838.0605,1838.2135,0.21568499588465784
2023-01-03 05:30:00,1838.285,1840.22,1838.1535000000001,1840.1200000000001,0.18558999588276492
2023-01-03 05:45:00,1840.145,1841.035,1839.76,1840.519,0.24262999721395317
2023-01-03 06:00:00,1840.5140000000001,1842.4940000000001,1840.4835,1842.395,0.5056599890740472
2023-01-03 06:15:00,1842.425,1844.24,1841.8035,1841.9065,0.2663549943899852
2023-01-03 06:30:00,1841.8865,1841.9365,1840.055,1841.085,0.2514049961027922
2023-01-03 06:45:00,1841.0285000000001,1842.3735000000001,1840.39,1842.02,0.24733499605645193
2023-01-03 07:00:00,1842.0365,1842.8,1841.15,1842.455,0.454979989954154
2023-01-03 07:15:00,1842.47,1847.719,1842.47,1847.261,0.6392149848325062
2023-01-03 07:30:00,1847.266,1850.0235,1847.031,1848.8715,0.626159984683909
2023-01-03 07:45:00,1848.8615,1849.3005,1844.7715,1847.5900000000001,0.6580399840313476
2023-01-03 08:00:00,1847.6000000000001,1848.0215,1842.3915,1843.9585,0.6163499877002323
2023-01-03 08:15:00,1843.9685,1844.415,1838.8785,1840.625,0.7466849891570746
2023-01-03 08:30:00,1840.64,1840.73,1836.51,1836.6335000000001,1.0149749798802077
2023-01-03 08:45:00,1836.6100000000001,1837.3700000000001,1834.6235000000001,1836.175,0.49939499235188123
2023-01-03 09:00:00,1836.185,1838.315,1834.89,1837.8485,0.59796998956881
2023-01-03 09:15:00,1837.8700000000001,1841.5135,1837.7135,1841.4735,0.6359399933644454
2023-01-03 09:30:00,1841.4835,1842.0335,1837.6265,1840.8065000000001,0.7530549939838238
2023-01-03 09:45:00,1840.8365000000001,1841.3110000000001,1838.165,1838.905,0.41810499504208565
2023-01-03 10:00:00,1838.855,1839.45,1838.195,1839.16,0.2753699948952999
2023-01-03 10:15:00,1839.145,1839.29,1837.595,1838.075,0.33046999339421745
2023-01-03 10:30:00,1838.045,1838.3400000000001,1834.545,1836.33,0.43050499363744166
2023-01-03 10:45:00,1836.3485,1836.6200000000001,1833.7665,1834.54,0.19945499578898307
2023-01-03 11:00:00,1834.555,1834.9485,1832.645,1832.765,0.381774992980354
2023-01-03 11:15:00,1832.785,1834.47,1831.7485000000001,1833.2215,0.41326999195007375
2023-01-03 11:30:00,1833.2165,1833.5900000000001,1830.91,1831.3,0.34101999669655925
2023-01-03 11:45:00,1831.315,1833.315,1830.99,1833.2315,0.3308549949360895
2023-01-03 12:00:00,1833.2265,1834.0535,1831.8265000000001,1833.665,0.46243999534635805
2023-01-03 12:15:00,1833.65,1835.64,1833.345,1835.44,0.31901999635010725
2023-01-03 12:30:00,1835.46,1836.38,1833.9065,1835.5610000000001,0.46858999680989655
2023-01-03 12:45:00,1835.5965,1835.935,1833.7465,1834.6115,0.4225749958277447
2023-01-03 13:00:00,1834.865,1838.05,1834.1615,1837.175,0.7613699932335294
2023-01-03 13:15:00,1837.1815000000001,1840.545,1837.0365,1838.935,0.6150399894540897
2023-01-03 13:30:00,1838.9715,1840.46,1837.0465000000002,1839.8865,0.7516299918643199
2023-01-03 13:45:00,1839.905,1841.1085,1838.54,1838.95,0.5590899938615621
2023-01-03 14:00:00,1838.9750000000001,1839.1785,1836.77,1838.92,0.4213999919302296
2023-01-03 14:15:00,1838.905,1841.365,1838.845,1841.2450000000001,0.4522999936234555
2023-01-03 14:30:00,1841.2265,1849.2450000000001,1839.54,1847.7905,1.3732599799041054
2023-01-03 14:45:00,1847.7705,1849.89,1844.9495,1844.9495,1.3178699902782682
2023-01-03 15:00:00,1844.9605000000001,1845.4955,1837.905,1839.13,1.0705449844535906
2023-01-03 15:15:00,1839.105,1840.1785,1832.675,1833.7150000000001,0.7333349860928138
2023-01-03 15:30:00,1833.6885,1833.6885,1827.6685,1828.8700000000001,1.195214985520579
2023-01-03 15:45:00,1828.895,1834.1335000000001,1828.31,1833.32,1.0127699814038351
2023-01-03 16:00:00,1833.31,1834.2735,1828.905,1829.7385,0.6837349912966602
2023-01-03 16:15:00,1829.7285,1830.7450000000001,1828.3335,1830.05,0.5431199920276413
2023-01-03 16:30:00,1830.08,1831.654,1828.785,1831.3035,0.721604994534573
2023-01-03 16:45:00,1831.2385,1834.3515,1828.625,1834.335,0.5005049926840002
2023-01-03 17:00:00,1834.335,1836.2350000000001,1834.0665000000001,1836.015,0.5160999952931888
2023-01-03 17:15:00,1836.006,1837.9385,1835.381,1837.43,0.5011999886701233
2023-01-03 17:30:00,1837.405,1838.88,1836.88,1838.675,0.4791749883661396
2023-01-03 17:45:00,1838.7,1839.32,1836.846,1839.32,0.4985249887322425
2023-01-03 18:00:00,1839.315,1839.5265,1837.461,1838.8615,0.8173949805495795
2023-01-03 18:15:00,1838.8515,1840.26,1837.4460000000001,1840.155,0.6918799848936033
2023-01-03 18:30:00,1840.165,1840.255,1838.065,1839.01,0.25751499574107584
2023-01-03 18:45:00,1839.0335,1839.9915,1838.5435,1838.905,0.313759997006855
2023-01-03 19:00:00,1838.92,1839.2915,1838.015,1838.265,0.2719849975401303
2023-01-03 19:15:00,1838.2450000000001,1838.4785,1836.6000000000001,1837.18,0.1791199972431059
2023-01-03 19:30:00,1837.1885,1837.7485000000001,1836.6435000000001,1837.7435,0.29798499717435334
2023-01-03 19:45:00,1837.7535,1839.275,1837.295,1839.13,0.30292999639641494
2023-01-03 20:00:00,1839.1100000000001,1839.5915,1838.2115000000001,1839.0365,0.20424999727401882
